id,date,screenName,text,type
1377298908573958148,2021-03-31 16:37:03,LACPURE,"@Sheherazade111 J'ai  moi-même été vaccinée avec le Pfizer en janvier ainsi que ma maman de 95 ans. Aucun effet secondaire.  Pour votre papa, c'est vraiment pas de chance.  D'habitude les problèmes sont  à la suite de l'Astrazenica.
J'espère qu'il va être rapidement pris en charge. 🙏",tweet
1377284290262753281,2021-03-31 15:38:58,ServalBob,"Pfizer a provoqué la stérilisation des jeunes femmes en Kenya.
La Fondation Gates a tué les enfants en Inde, et en Philippines si je me rappelle bien. 
Toujours avec Pfizer.
Gates est un génocidaire connu comme tel en Afrique.
Et aujourd'hui c'est venu en Amérique et en Europe.",tweet
1377280876418056192,2021-03-31 15:25:24,SophieNeveu01,"@afao94 @solatges2 @aliceme21022257 Je suis soignante moins de 55 ans , je reçois ma première dose de pfizer le 12/04",tweet
1377269891078754312,2021-03-31 14:41:45,patlf10,@Batmax38658035 @PinstonJ Le Pfizer donne aussi beaucoup d'effets secondaires,tweet
1377268024470818819,2021-03-31 14:34:20,WillaumeA,@charliezemmour Nous aussi était-ce une 1ère dose d'astrazeneca où Pfizer ?,tweet
1377263972479557635,2021-03-31 14:18:14,ElisaLePrettre,"@gariguetteman On a autant de gens en rea et à  l'hôpital qu'en avril 2020 alors que ça faisait déjà 15 jours qu'on était confiné 
Et en plus on devrait recevoir que 3 M de doses en avril d Astrazeneca...
Donc...",tweet
1377252573258903561,2021-03-31 13:32:56,ServalBob,"@17_so2020 @storilego C'était déjà la même chose !
Le BigPharma a démarré dans des camps de concentration sous le nom de lG Farben changé en Bayer et en Pfizer.
Derrière les expériences médicales des nazis il y avait déjà la Fondation Rockefeller, qui a commencé par la grippe espagnole.
Manifestons!",tweet
1377226623452385281,2021-03-31 11:49:49,philcinq52,Allemagne : le vaccin AstraZeneca suspendu pour les moins de 60 ans https://t.co/Fof1iIAxGX via @YouTube,tweet
1377225529162657792,2021-03-31 11:45:28,AnthonyAssemat,"@Le_Figaro N'oubliez pas de mentionner la source initiale @actutoulouse sur cette info ! #COVID19 #CriseSanitaire #AstraZeneca
https://t.co/9pse7ETqN2",tweet
1377210643611332612,2021-03-31 10:46:19,NajoiKhamouri,Alors maintenant les soignants ne savent plus vaccinés ???? 😱😱 https://t.co/qUcsLxBJ39,tweet
1377200500802781186,2021-03-31 10:06:01,devotnel,"Vite..faut changer le nom du vaccin...
Vaccin AstraZeneca : à Toulouse, une femme de 38 ans est morte des suites d'une thrombose https://t.co/3bAWy7LZIp",tweet
1377191552217452544,2021-03-31 09:30:27,skyblaireau,Toulouse. Une femme de 38 ans décède d'une thrombose : sa vaccination à l'AstraZeneca en cause ? https://t.co/fpY5mnGt0t via @actufr,tweet
1377184335866982403,2021-03-31 09:01:47,claudinemartin0,"@CORNEVILLE D'abord les gueux n'y entendent rien au latin... Mea Culpa, Coronavirus, Astrazeneca même combat!!!",tweet
1377175401974296578,2021-03-31 08:26:17,MLLvy,"#covid Le succès d’ Israël est lié à la combinaison d’une base « socialiste » (Histadrout) et d’une gestion « libérale » (Netanyahu, Pfizer).",tweet
1377172907453861889,2021-03-31 08:16:22,PinstonJ,"Bonjour à toutes et à tous..
J'ai un conseil à demander. J'ai 70 ans, ma pharmacie me propose le vaccin astrazeneca, pour tout de suite,ma doctoresse me conseille pfizer, pour plus tard.Aidez moi, je suis dans l'embarras. Merci pour vos avis.
Cordialement. 
Josiane 🥴",tweet
1377172319525695491,2021-03-31 08:14:02,cjenvadrouille,"@T_Fiolet Bonjour . L'Allemagne va reserver l'Astrazeneca au plus de 60 ans 🤔. Pourquoi ? Cette tranche d'age dont je fais partie, ne peux pas faire de caillot ????",tweet
1377168937083830281,2021-03-31 08:00:35,albeauvaischiva,"🇫🇷 ALERTE INFO ALLEMAGNE  🇩🇪  

🔴 L'usage du vaccin #AstraZeneca contre la #COVID19 est suspendu par l'#Allemagne pour les personnes de moins de 60 ans.  
#EmmanuelMacron https://t.co/nMxkT8irDh",tweet
1377129997320609800,2021-03-31 05:25:51,darckshadown204,https://t.co/to0KP9PLFA je ne pense pas qu en changeant  le nom de se dit  vaccin que ça ira mieux,tweet
1377127550871166986,2021-03-31 05:16:08,fabriccio7660,"franceinfo: Vaccin AstraZeneca : une femme de 38 ans est morte d'une thrombose à Toulouse.
https://t.co/jGcM9lLrPF

via @GoogleNews",tweet
1377115554746560520,2021-03-31 04:28:28,LACPURE,"Tiens, bizarre, AstraZeneca change de nom ! https://t.co/aWgR4WTDT1 via @bvoltaire",tweet
1377035773665493004,2021-03-30 23:11:27,GARCIAJacqueli2,Le vaccin AstraZeneca change de nom de l'Astrazeneca sans modification du vaccin mais juste de l'emballage | Le Journal de Montréal https://t.co/N6dOep5y1t,tweet
1377030840606199813,2021-03-30 22:51:51,octoflounte,https://t.co/xNaVsN4pBx Après un sens de la  margarine (astra)  le vaccin prend le sens d'une cire implicitement variante ( vax) (zevria). Alors si ça ne marche pas le vaccin  Sanfixius pourrait peut-être  faire l'affaire.  A suivre.,tweet
1377026983373246476,2021-03-30 22:36:31,FDiehlmann,"@renaudpila Si c'est avec #AstraZeneca, il faut les vacciner dès maintenant, la 2e dose étant au bout de 9 à 12 semaines 🤔🤔",tweet
1377014023091281928,2021-03-30 21:45:01,ChrisCisowski,"Quand t'en viens à changer le nom de ton produit sans changer de composition c'est que tu as pris un méchant coup dans ta communication et ton image. Je n'aurais pas aimé être à l'agence de naming qui a dû gérer ce dossier.
https://t.co/MdTkAX62yI",tweet
1377009427035852800,2021-03-30 21:26:45,Franc_de_Sousse,"La crise de la #COVID19 aura révélé une vérité qui doit en irriter plus d'un à l'extrême droite, le nombre de chercheurs, chef de services, professeurs et docteurs en médecine d'origine #maghrébine. 

#confinement #AstraZeneca",tweet
1377008641392455684,2021-03-30 21:23:38,lepicurien42,"On peut comparer ça au Green washing de certaines entreprises. #AstraZeneca ce n’est pas du foutage de gueule ? 😡 https://t.co/T85fwHqN0F
C'est dingue !!! Changer de nom et d'emballage pour embrouiller les gens et faire oublier les graves conséquences et décès observés avec ce vaccin !!
C'est légal ça ?! Ce n'est pas unr tromperie ?! https://t.co/dYBE7DbuM3",quote
1377003358125441026,2021-03-30 21:02:38,marie_mauras,"LaCOVID-19et LES VACCINS
Je m'épanche rarement sur ma maladie. Avec humilité,si ce témoignage pouvait amener une prise de conscience pour tous ceux qui  hésitent à se faire vacciner!Je suis atteinte d'une maladie rare et suivie par ce CHU. Après avoir reçue une 1er dose du Pfizer",tweet
1376991094685237256,2021-03-30 20:13:54,Katymartnez6301,@LCI Mes 75ans passés ne m'ont pas ouvert les porte d'un centre de vaccination. Il me reste l'Astrazeneca en pharmacie mais ce vaccin a fait des vagues peu réjouissantes.,tweet
1376988165907570693,2021-03-30 20:02:16,91Pmaison,"@ZohraBitan Et l'inde, garde à partir d'aujourd'hui toute la production pour eux,les plus gros fournisseurs sont de l'Inde, pour le vaccin astrazeneca, alors attendons un peu, c'est quand même bien français de critiquer son pays. C'est toujours mieux chez les autres.",tweet
1376983142964281346,2021-03-30 19:42:19,Nadinemarie762,"🇩🇪 ALERTE INFO - L'usage du vaccin #AstraZeneca contre la #COVID19 est suspendu par l'#Allemagne pour les personnes de moins de 60 ans. (ministère) https://t.co/y31P3F4r7u
Covid-19 : le vaccin AstraZeneca change de nom commercial pour s'appeler Vaxzevria

https://t.co/dJRvgAtck3 https://t.co/KTz6lMJW70",quote
1376982604675751948,2021-03-30 19:40:10,Nadinemarie762,"🇩🇪 ALERTE INFO - L'usage du vaccin #AstraZeneca contre la #COVID19 est suspendu par l'#Allemagne pour les personnes de moins de 60 ans. (ministère) 👇 https://t.co/aqU7uHolyH
L'Allemagne restreint l'usage du vaccin AstraZeneca pour les moins de 60 ans
https://t.co/jq2izrZQE4",quote
1376982414682099714,2021-03-30 19:39:25,Nadinemarie762,"🇩🇪 ALERTE INFO - L'usage du vaccin #AstraZeneca contre la #COVID19 est suspendu par l'#Allemagne pour les personnes de moins de 60 ans. (ministère) https://t.co/aqU7uHolyH
L'Allemagne restreint l'usage du vaccin AstraZeneca pour les moins de 60 ans
https://t.co/jq2izrZQE4",quote
1376982304577486860,2021-03-30 19:38:59,Nadinemarie762,"🇩🇪 ALERTE INFO - L'usage du vaccin #AstraZeneca contre la #COVID19 est suspendu par l'#Allemagne pour les personnes de moins de 60 ans. (ministère) https://t.co/aqU7uHolyH
L'Allemagne restreint l'usage du vaccin AstraZeneca pour les moins de 60 ans
https://t.co/jq2izrZQE4",quote
1376982187975786503,2021-03-30 19:38:31,Nadinemarie762,"🇩🇪 ALERTE INFO - L'usage du vaccin #AstraZeneca contre la #COVID19 est suspendu par l'#Allemagne pour les personnes de moins de 60 ans. (ministère) 👇 https://t.co/aqU7uHolyH
L'Allemagne restreint l'usage du vaccin AstraZeneca pour les moins de 60 ans
https://t.co/jq2izrZQE4",quote
1376981889358118920,2021-03-30 19:37:20,Nadinemarie762,"L'Allemagne restreint l'usage du vaccin AstraZeneca pour les moins de 60 ans
https://t.co/jq2izrZQE4",tweet
1376981299282505739,2021-03-30 19:34:59,vponsinet,"Pénurie de vaccins #AstraZeneca : On commence à comprendre… 
#VaccinationCOVID https://t.co/biCgysoULm",tweet
1376968798042009600,2021-03-30 18:45:18,Cl_Worlds,"«Vaxzevria», un nouveau nom pour le vaccin AstraZeneca ...  via @Le_Figaro https://t.co/VjiJP3pcUl",tweet
1376968147174064134,2021-03-30 18:42:43,Aurelientache,"🔴@FrequenceESJ | Je le demande une fois encore à la ministre de l’Industrie @AgnesRunacher : Qu’est ce qu’on attend donc pour taper du poing sur la table et emmener #AstraZeneca devant la justice ? 

👉🏼Ces retards de livraison de #vaccins sont inacceptables ! https://t.co/tI4KBAHkkA",tweet
1376967819435380737,2021-03-30 18:41:25,EvelyneMnard,"Covid-19 : critiqué, AstraZeneca rebaptise son vaccin Vaxzevria
L’Agence européenne du médicament a validé le changement de nom du vaccin du labo anglo-suédois. Le sérum, lui, ne change pas",tweet
1376952984572203018,2021-03-30 17:42:28,tinord59,Le vaccin AstraZeneca change de nom et s’appelle désormais Vaxzevria https://t.co/Uz2nIlCTYL,tweet
1376947947116584964,2021-03-30 17:22:27,ServalBob,"Arrêtons ce génocide de notre peuple !
Mon ami est décédé du Pfizer et dans mon entourage professionnel il y a un mort de l'Astra-Zeneca et une personne contaminée par va savoir quelle variante imbécile de ce poison nommé vaccin.
Faute de la vaccination de son entourage amical !",tweet
1376928470253637635,2021-03-30 16:05:04,dompiwnica,Vaccinée #Pfizer #mazeltov,tweet
1376924882890547202,2021-03-30 15:50:48,ServalBob,"Manifestons afin d'oublier au plus vite ce cauchemar!
Car nous réveillons bcp plus de monde en manifestant qu'en écrivant.
De plus nous réveillons de moins il y aura des vaccinnés !
Autour de moi déjà un mort et demi entre Pfizer et Astra-Zeneca.
J'ai hâte que ça se termine !",tweet
1376913611399041031,2021-03-30 15:06:01,BCerulli,"@LeConfin5 @fignon_laurent @DrGomi @davidlisnard 2. Grâce à une bonne organisation et au savoir-faire des professionnels des centres en question, aucune dose n’a été perdue : tirage systématique de la 11eme dose pour le Moderna, tirage systématique de la 7eme dose (depuis que c’est autorisé) sur le Pfizer.",tweet
1376898865874472966,2021-03-30 14:07:25,domino29200,@KgendGay @santearmees Moi j'ai été vacciné avec le Pfizer même pas mal déçu déçu déçu et aucun effet secondaire 😥😢😥😢 Tout fout l'camp !!!!!!!,tweet
1376855214020517888,2021-03-30 11:13:58,AvgeekEba,30millions d’anglais vaccinés #astrazeneca #pfizer ; zéro mort #covid aux UK ; les urgentistes français annoncent qu’ils vont deviir trier ; et des retissants au #vaccins Ou est l’erreur,tweet
1376848733565034497,2021-03-30 10:48:13,QuintuplePote,Y’a les questions dans la synthèse et c’est ni « si on vous menaçait avec un 38 feriez vous le vaccin » ni « vous préférez manger du caca pendant 8 semaines ou vous faire administrer l’astraZeneca » mdr 😳😳,tweet
1376844783419854855,2021-03-30 10:32:31,joeljosie,@Mcmo_EVE @AgnesRunacher Au cas où vous ne le sauriez pas : plusieurs entreprises pharmaceutiques Françaises travaillent depuis le début pour Astra et Pfizer Justement pour sécuriser autant que possible les appros ...mais la demande est mondiale et certains jouent sur le prix des vaccins..,tweet
1376788564294373377,2021-03-30 06:49:07,CaruluP,@afpfr Encore une fois on est les derniers servit #VaccinationCovid #vaccination #VacunaCOVID19 #Pfizer #Moderna #PfizerVaccine #VaccinoAntiCovid #PfizerBiontech #AstraZeneca,tweet
1376615488604807171,2021-03-29 19:21:23,CaruluP,"Le Président @EmmanuelMacron en 1 an n'a toujours pas compris comment gérer cette crise ! #reconfinement #confinement #confinement3 #Macron #Fermezlesecoles #Blanquer #COVID19 #COVID19france #coronavirus #VaccinationCovid #vaccination #Pfizer #Moderna #PfizerBiontech #AstraZeneca https://t.co/E4JNHHfmef
Chronique d'une catastrophe annoncée : 10 des 13 régions métropolitaines avec un taux supérieur à 250 et hausse dans tous les régions (et maintenant l'échelle va jusqu'à 700 https://t.co/s6GqzrytkC",quote
1376614458043334660,2021-03-29 19:17:17,CaruluP,@GuillaumeDaret Ah non !... Là c'est plus possible ! #reconfinement #confinement #confinement3 #Macron #Fermezlesecoles #Blanquer #COVID19 #COVID19france #coronavirus #VaccinationCovid #vaccination #VacunaCOVID19 #Pfizer #Moderna #PfizerVaccine #VaccinoAntiCovid #PfizerBiontech #AstraZeneca,tweet
1376610815147700234,2021-03-29 19:02:49,mcseancortez,""" #FLNews Une étude du CDC révèle que les vaccins Pfizer / Moderna sont non seulement efficaces contre les symptômes, mais également efficaces à 90% contre l'infection à coronavirus """,tweet
1376609788688273415,2021-03-29 18:58:44,vponsinet,"❌Pas assez de vaccins #AstraZeneca en 🇫🇷 
➡️Les soignants de ville doivent pouvoir prescrire et administrer TOUS les vaccins 💉 y compris ceux à ARNm comme le #Pfizer ou le #Moderna
✅Pour une vaccination de masse accessible à tous 
#VaccinationCovid https://t.co/RFc52JSPbM
La FSPF au 20h de @TF1 : « la chaîne du médicament est mobilisée pour vacciner en proximité ». @PhilippeBesset 
https://t.co/jUKHjlaRHL",quote
1376606311396294657,2021-03-29 18:44:55,gchoukak,Notre  vétérinaire demande a mon papa  quel vaccins choisir ? 🤔 C'est compliqué  #AstraZeneca #Pfizer #SputnikV #Moderna #vaccination https://t.co/LOE5PFPG1q,tweet
1376599117233807360,2021-03-29 18:16:20,HamidBerrouba,Bon la Jamaïque à son propre vaccin 💉 ??? Je pense que bcp de français vont vouloir se faire vacciné par le Rasta Zeneca 😁😁#covid_19 #Vaccination #AstraZeneca #Vaccin https://t.co/EyOkK47rlB,tweet
1376569384844541957,2021-03-29 16:18:11,CatherineGuney,"Opération #Covid 
Installation d’1 nouveau centre de vaccination au #Havre Opération massive ☺️
#VaccinationCovid #Pfizer #Moderna 💉On aura ttes les infos demain☺️ notamment le lieu😁 
Nv slogan : Détecter, Isoler, Protéger et surtout Vacciner 💪GO ! 
@LH_LeHavre @EPhilippe_LH",tweet
1376563635653332996,2021-03-29 15:55:20,VBG74,"Un homme de 63 ans décède à l'hôpital de multiples thromboses, dix jours après avoir reçu le vaccin AstraZeneca sur le Pâquier à #Annecy : ""On tient absolument à savoir ce qui s’est passé"", exhorte son frère #Témoignage #HauteSavoie @ansm @ARS_ARA_SANTE
https://t.co/A5s1DGFJXj",tweet
1376534287961501700,2021-03-29 13:58:43,EricGuerin33,"@Aghantros @GilbertDeray Je ne parlais pas d’Astrazeneca. En France il faut attendre entre 9 et 12 semaines entre les 2 doses aussi . Mais de Pfizer (3 semaines).
Il faut de toute façon ne pas dépasser 12 semaines quand même pour Astrazeneca, espérons qu’ils auront les doses nécessaires.",tweet
1376508602966478859,2021-03-29 12:16:39,BoodUp65,@lucy679093 @faubourgsebast1 Qui lui a fait cette injections ? Ça ne me semble pas possible. A 80 ans elle est éligible aux vaccins Pfizer ou Moderna et rien d'autre.,tweet
1376507847857553409,2021-03-29 12:13:39,Loup_Garou13,"@Castafiore64 @laprovence AZ je devais être vacc avec par mon médecin référent. Pas de doses suffisantes, au final Pfizer. Le risque zéro n'existant pas, je vais faire avec, fatigue...🙄😉😎",tweet
1376487417893556224,2021-03-29 10:52:28,PacifiqueInfo,"🇵🇬L’épidémie de #coronavirus s’aggrave en Papouasie-Nouvelle-Guinée où 11 nouveaux #décès viennent s’ajouter, sur un total de 51. Les cas de #COVID19 ont doublé en 1 semaine. La campagne de vaccination est en cours, 8 000 doses du vaccin #AstraZeneca sont arrivés d’#Australie.",tweet
1376425696839532544,2021-03-29 06:47:13,Michelserre41,"Pour ma part, je me ferai vacciner préférentiellement avec de l’Astrazeneca ...
Les manipulations génétiques ARN ne m’inspirent guère tant que Pfizer n’aura pas terminé l’intégralité de ses essais (fin 2022)",tweet
1376406779467300866,2021-03-29 05:32:03,VicenteLaetitia,@PapiCatch @sebflashtour @EmmanuelMacron @pfizer Je suis bien d'accord,tweet
1376398648616091649,2021-03-29 04:59:44,VicenteLaetitia,@PapiCatch @sebflashtour Non nous le Pfizer pour tout le monde,tweet
1376395625063927809,2021-03-29 04:47:43,VicenteLaetitia,@sebflashtour @PapiCatch Non chez nous ils font que le Pfizer,tweet
1376298381383979016,2021-03-28 22:21:19,KINGDHARMA1,@Guillaume_Bigot @CNEWS Possible effet domino que balance l'ancien PDG de Pfizer 🤔 https://t.co/0PwEcFwTna,tweet
1376298005377265670,2021-03-28 22:19:49,KINGDHARMA1,@Guillaume_Bigot Pas sùr qu il n y ait pas un effet kiss cool et c'est l ancien pdg de Pfizer qui le suggère https://t.co/0PwEcFwTna,tweet
1376290280740163592,2021-03-28 21:49:07,sam33200,@le_Parisien 29 millions c est forcément tout en haut le problème...C est sûr que 100 balles la dose à Dubaï...Ça vaut bien un petit sacrifice...sauf que le canal est bouché 😂plus un petit scandale sur le retard d astrazeneca histoire de détourner l attention...bref y aura pas d enquête...,tweet
1376271323979247622,2021-03-28 20:33:48,Portay74,"Après un stock caché en Italie ; l'UE voit ça capacité augmenter de nouveau. 😚 Nos liberté son en pause, l'économie ultra freiné. Il faut être ferme avec les laboratoires pharmaceutiques. 
@GilleSavary @EPhilippe_LH
@LaREM_AN @FranceInsoumise
@Clem_Autain
https://t.co/9SGmDZnhHp",tweet
1376260430725836812,2021-03-28 19:50:31,TrivialPanPan,"#NW Un cri dans l'océan, aka le 1er Sommers avec une galerie de gueules à couper le souffle (Treat Williams, Famke Janssen, Cliff Curtis, Wes Studi, Anthiny Heald, Djimon Hounsou, Kevin O'Connor) et une ambiance bien pulp, bien fun, bien gore. https://t.co/kevyrNNjgT",tweet
1376249786551169026,2021-03-28 19:08:13,tech_tchoin,"@ThisIsBarda Je sais pas si t'as vu mes autres tweets, mais elle a par exemple payé le coiffeur a deux reprises à ma mère parce que sa coiffure ne lui plaisait pas. Alors que ma mère sa coupe lui plaisait... 🤷🏻‍♀️
Et dernièrement forcé la main à aller se faire injecter l'Astrazeneca...",tweet
1376240122778255361,2021-03-28 18:29:49,politouit,@MarcGozlan @NEJM Par contre on comprend bien l’intérêt de Moderna (modified RNA) ou de l’université de Pennsylvanie d’affirmer que la modification soit indispensable pour faire un vaccin.,tweet
1376236636799897614,2021-03-28 18:15:58,X_DenJP,"Les vaccins, un essai de relocalisation hasardeux comme son inutilité, le Covid n'a pas à avoir de Vaccin, ç'en est un : un mini coronavirus face un plus gros , celui de Montagné !https://t.co/7cw07VzBZE",tweet
1376231371404873730,2021-03-28 17:55:02,poulichexpress,Ah. Je commence à frissonner #AstraZeneca,tweet
1376217065539956740,2021-03-28 16:58:11,Jedi_Charles000,"@lejapon @KanpaiFR @_LoicS Propos non xénophobe ou racistes
Israël + Émirats Arabs Unis ont vacinné plus que n'importe quel pays au monde
Payé le vaccin COMIRNATYL (Pfizer Biontech) 3x voir plus cher
Livré en priorité
Dersonnes FORTUNÉS en jet (ex famille royale d'Espagne sont allé se faire vacciné à Dubaï https://t.co/UFEjQixAGH",tweet
1376206549094440961,2021-03-28 16:16:24,gillesdavid,"@TKaajou Pas d'accord, la quantité de vaccins est limitée par la capacité de production des laboratoires et pas par la capacité des gouvernements à maneuvrer. L'Angleterre a détourné les vaccins Astrazeneca à son profit. C'est ce type de comportement que l'Europe veut éviter.",tweet
1376174692575412224,2021-03-28 14:09:49,SPCTR243,"Voici: Jean Castex vacciné à l'AstraZeneca : une erreur aurait été commise lors de l'injection.
https://t.co/UhaXH9z9qa

via @GoogleNews",tweet
1376164508520038403,2021-03-28 13:29:21,GeismarLuc,"Ce dimanche visite du #CentreDeVaccination Métropolitain #Nantes .
400/450 doses/jour #Pfizer sont administrées.
Félicitations au personnel administratif, de sécurité, soignant...œuvrant quotidiennement au bon déroulement @nantesfr @protec44 @ars_pdl @NantesMetropole @Sante_Gouv https://t.co/AFKWDQLAJZ",tweet
1376128161436594178,2021-03-28 11:04:55,KINGDHARMA1,@Le___Doc @Isiliie @mohiniiAttam @MissPerelin @TBaubet @Neurofrogg @Dr_ribouldingue @PatrickPelloux @BrunoROCHERR @ChampoDr @Fraslin @dmascret @axelkahn @Rachti_ @MisandrikWitch @ModesteGueux @Psychostroop Alors si l ancien PDG de Pfizer dit qu'il ne faut pas vacciner tout le monde..on fait quoi? 😅😅 https://t.co/0PwEcFwTna,tweet
1376124828000923650,2021-03-28 10:51:40,KINGDHARMA1,@JeanYvesCAPO @ivanrioufol @PascalPraud @BrigitteMilhau Quand l'ancien boss de Pfizer balance https://t.co/0PwEcFwTna,tweet
1376124391390597124,2021-03-28 10:49:56,KINGDHARMA1,@HdeLepinau @ChdOrnellas Surtout en lisant https://t.co/0PwEcFwTna,tweet
1376119498999267328,2021-03-28 10:30:30,nathlechevalier,@Zoecadiot J’avais rdv pour le Astrazeneca et les règles ont changé juste avant,tweet
1376094216850444292,2021-03-28 08:50:02,devotnel,"Dommages collatéraux...
Circulez, rien à voir
https://t.co/0PZiC5NkHn",tweet
1376074567924514819,2021-03-28 07:31:57,jc_rav,"@mac_lod31 @Poulin2012 @lemondefr Ils ont reçu 12millions de Sinovac et la semaine dernière 1m de Pfizer
https://t.co/FyTxngKu9Q",tweet
1376007301484675073,2021-03-28 03:04:40,soleildemarseil,@docfromMars @math_lehot Effectivement. Pas de livraison la semaine dernière ni cette semaine. De toutes façons les patients veulent aller en centre de vaccination pour bénéficier du Pfizer. En ce moment c’est lui qui est livré à la France. En ce moment. Mais là aussi ça change tous les 10 jours...,tweet
1375959954906054659,2021-03-27 23:56:32,Indoartisk5,"@MinisteredelaS1 vaccin première injection d'Astrazeneca ,il faut se faire vacciner massivement mais il faut absolument les doses !! J'encourage toutes les personnes à se faire vacciner car c'est comme cela que l'on s'en sortira 👊🏻💉 💙💙 https://t.co/AbyvSKd2eX",tweet
1375917310288990215,2021-03-27 21:07:04,Nadinemarie762,"ÇA c'est une bonne nouvelle !!!!
La SEULE bonne nouvelle depuis des lustres ! 👇
https://t.co/ynwKpxq4gS https://t.co/0YIEMCNJfA
ÇA c'est une bonne nouvelle !!!!
La SEULE bonne nouvelle depuis des lustres ! 
https://t.co/ynwKpxq4gS",quote
1375916974807650306,2021-03-27 21:05:44,Nadinemarie762,"ÇA c'est une bonne nouvelle !!!!
La SEULE bonne nouvelle depuis des lustres ! 
https://t.co/ynwKpxq4gS",tweet
1375916691499155460,2021-03-27 21:04:37,Nadinemarie762,"ÇA c'est une bonne nouvelle !!!!
La SEULE bonne nouvelle depuis des lustres ! 
https://t.co/ynwKpxq4gS",tweet
1375902325244628994,2021-03-27 20:07:32,CaruluP,"Avec ces chiffres là , @EmmanuelMacron va Reconfiner le pays.
#COVID19 #COVID19france #coronavirus #VaccinationCovid #vaccination #VacunaCOVID19 #Pfizer #Moderna #PfizerVaccine #VaccinoAntiCovid #PfizerBiontech #AstraZeneca https://t.co/fu1AqpI9oP",tweet
